Nome,Preço,Link,Imagem
Colar LA REINA - prata,"26,00 €",https://www.supermonas.pt/product/colar-la-reina-prata,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/bf9301e-171011-img_0236.jpeg
Macacão MEZCLADO,"25,50 €34,90 €",https://www.supermonas.pt/product/macacao-marquez-2,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/e22a322-115812-img_0187.jpeg
Vestido LETIZIA - rosa,"15,50 €26,90 €",https://www.supermonas.pt/product/vestido-letizia-rosa,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/8422036-224110-img_0004.jpeg
Macacão VELASQUEZ - castanho,"15,50 €23,90 €",https://www.supermonas.pt/product/macacao-velasquez-branco-2,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/b0fa0d3-221523-img_9941.jpeg
Macacão VELASQUEZ - branco,"15,50 €23,90 €",https://www.supermonas.pt/product/macacao-velasquez-branco,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/9ead558-221501-img_9942.jpeg
Colar CORAL - castanho,"16,00 €",https://www.supermonas.pt/product/colar-coral-castanho,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/6bcf041-220218-img_2544.jpeg
Colar CANGREJO - branco,"7,50 €14,00 €",https://www.supermonas.pt/product/colar-cangrejo-branco,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/04ea961-215907-img_2524.jpeg
Colar CARAIBAS,"17,00 €",https://www.supermonas.pt/product/colar-caraibas,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/afb006f-212356-img_2531.jpeg
Colar CANARIAS,"26,00 €",https://www.supermonas.pt/product/colar-canarias,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/5e96abf-213857-img_0030.jpeg
Vestido AMÉLIA,"15,50 €29,90 €",https://www.supermonas.pt/product/vestido-amelia,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/67ac342-203115-img_2471.jpeg
Colete MINI,"49,90 €",https://www.supermonas.pt/product/colete-mini,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/1702b36-200535-img_9922.jpeg
Bermudas PAOLA,"22,14 €36,90 €",https://www.supermonas.pt/product/bermudas-paola,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/9597288-195356-img_9930.jpeg
Saia DOÑA,"19,74 €32,90 €",https://www.supermonas.pt/product/saia-dona,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/bbaf52d-191111-img_9902.jpeg
Calças DE VERDAD (MOCHY) - amarelo,"30,00 €34,90 €",https://www.supermonas.pt/product/calcas-de-renda-de-verdad-amarelas,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/05fe193-082755-img_9726.jpeg
Calças DE VERDAD (MOCHY) - rosa,"30,00 €34,90 €",https://www.supermonas.pt/product/calcas-de-renda-de-verdad-rosa,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/cc53c22-082444-img_9725.jpeg
Saia FRUTERÍA/CORALES,"15,50 €",https://www.supermonas.pt/product/saia-fruteria-corales,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/6188984-235718-2d95d8bf-f0ef-4860-827a-9a118fc52289.jpeg
Vestido ZOE - bege,"15,01 €23,90 €",https://www.supermonas.pt/product/vestido-zoe-cinza-3,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/5f9c2c3-235036-dbe12d51-8dcf-4cca-a0dc-219a8b30113a.jpeg
Brincos PLAYEROS - vermelho,"5,50 €12,00 €",https://www.supermonas.pt/product/brincos-playeros-vermelho,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/d57ee34-171939-img_9016.jpeg
Colar CADENA LOCA,"13,00 €",https://www.supermonas.pt/product/colar-cadena-loca,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/ff31648-213256-770aa8e4-d604-4454-80e4-e04604641d99.jpeg
Cinto CADENA,"12,90 €",https://www.supermonas.pt/product/cinto-conchas-bege-4,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/5aed47c-181401-6de183f3-4bd5-4bf8-b978-a19b5d5a2155.jpeg
Colete VAMOS A VOLAR,"41,94 €69,90 €",https://www.supermonas.pt/product/colete-vamos-a-volar,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/0b13c52-115748-img_8811.jpeg
BERMUDAS DE COPAS (MOCHY),"22,90 €42,90 €",https://www.supermonas.pt/product/bermudas-de-copas,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/c0258b2-220155-img_7399.jpeg
Calças DESEADAS,"15,50 €24,90 €",https://www.supermonas.pt/product/calcas-deseadas,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/7935f31-001358-img_8107.jpeg
Sapatilhas DON RAYO - rosa,"25,50 €34,90 €",https://www.supermonas.pt/product/sapatilhas-charo-6,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/d12c795-120539-img_4424.jpeg
Brincos GOMITA,"7,50 €12,00 €",https://www.supermonas.pt/product/brincos-flamenco-3,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/085ce6a-140715-img_7481.jpeg
Brincos LAVANDA,"7,50 €12,00 €",https://www.supermonas.pt/product/brincos-flamenco-2,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/eb4a42a-164959-df233568-74f8-4e92-996c-9f2c876b3bc7.jpeg
Porta-chaves - CORAZONES,"12,00 €",https://www.supermonas.pt/product/brincos-cavallito-brancos-3,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/3ddb268-162233-img_4542.jpeg
Brincos CAVALLITO,"7,50 €12,00 €",https://www.supermonas.pt/product/brincos-pompon-2,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/e796ccc-155449-img_4511.jpeg
Brincos CHISPA,"7,50 €12,00 €",https://www.supermonas.pt/product/brincos-chispa,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/95c2981-155709-img_4521.jpeg
Brincos TUCANO - rosa,"7,50 €12,00 €",https://www.supermonas.pt/product/brincos-tucano-rosa,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/ed6e880-155600-img_4513.jpeg
Vestido GOMITA,"29,34 €48,90 €",https://www.supermonas.pt/product/vestido-gomita,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/fa5ddc6-181319-img_9643.jpeg
Brincos PIÑAS,"7,50 €12,00 €",https://www.supermonas.pt/product/brincos-anillas-2,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/f74d77c-143318-img_6873.jpeg
Brincos TRES TONOS,"7,50 €12,00 €",https://www.supermonas.pt/product/brincos,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/0e34319-151127-whatsapp-image-2025-04-17-at-152026-1.jpeg
Calças CINTILANTE,"17,50 €37,90 €",https://www.supermonas.pt/product/calcas-gris-2,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/118195a-233911-a5e133e7-a319-4410-974d-23d1a9dc1262.jpeg
Sapatilhas DON RAYO - preto e rosa,"25,50 €34,90 €",https://www.supermonas.pt/product/sapatilhas-charo-5,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/5a544f7-121236-img_4425.jpeg
Sapatilhas DON RAYO - OURO,"25,50 €34,90 €",https://www.supermonas.pt/product/sapatilhas-charo-4,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/2088b8c-115859-img_4422.jpeg
Pregadeira sapato (tons preto),"8,50 €",https://www.supermonas.pt/product/pregadeira-sapato-tons-preto,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/17969f3-195840-img_3972.jpeg
Brincos Rayos,"12,00 €",https://www.supermonas.pt/product/brincos-rayos,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/bf2fbda-194036-img_3942.jpeg
Brincos estrellas caídas,"5,50 €12,00 €",https://www.supermonas.pt/product/brincos-estrellas-caidas,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/5a1f238-193901-img_3944.jpeg
Túnica/Vestido TANGO,"69,90 €94,89 €",https://www.supermonas.pt/product/tunica-vestido-tango,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/ece9bff-175339-whatsapp-image-2024-12-19-at-172407.jpeg
Anel GRACIA,"12,00 €",https://www.supermonas.pt/product/brincos-gracia,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/8985110-160626-img_0134.jpeg
Colar SENTIDO CONTRARIO - (olho) prateado,"13,00 €",https://www.supermonas.pt/product/colar-cadena-rosa-5,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/62a2285-190837-img_9806.jpeg
Colar SENTIDO CONTRARIO - (cadeado) prateado,"13,00 €",https://www.supermonas.pt/product/colar-cadena-rosa-3,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/28d69f2-190618-img_9797.jpeg
Colar SENTIDO CONTRARIO - (cadeado) dourado,"13,00 €",https://www.supermonas.pt/product/colar-cadena-rosa-2,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/21d0a09-190440-img_9790.jpeg
Conjunto SERPIENTE - bordeaux,"22,45 €44,90 €",https://www.supermonas.pt/product/conjunto-serpiente-preto-2,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/da1d431-233448-img_2012.jpeg
Botins CIENPIÉS - preto,"25,74 €42,90 €",https://www.supermonas.pt/product/botins-cienpies-preto,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/d72b5a9-231223-b5371c8b-6013-4172-8577-65f29f004bfc.jpeg
Colar SONIDO - vermelho,"19,90 €",https://www.supermonas.pt/product/colar-sonido-dourado-2,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/aeae727-120203-28ee9934-09bc-4cac-8670-40a32643cbef.jpeg
Colar ESTRELLA PRATA,"15,00 €",https://www.supermonas.pt/product/colar-estrella-2,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/fdbc90c-215654-img_8070.jpeg
Brincos MAJO - dourados,"12,00 €",https://www.supermonas.pt/product/brincos-majo,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/2791873-130943-img_7943.jpeg
Vestido NOCHEVIEJA - dourado,"15,50 €39,90 €",https://www.supermonas.pt/product/vestido-nochevieja,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/2b16462-225304-whatsapp-image-2024-09-23-at-225220-1.jpeg
Vestido LA CENICIENTA  - verde menta,"69,99 €89,95 €",https://www.supermonas.pt/product/vestido-la-cenicienta-verde-menta,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/280c69b-173258-img_8079.jpeg
Vestido LA SIRENITA,"69,99 €89,95 €",https://www.supermonas.pt/product/vestido-la-cenicienta,https://cdn.lojasonlinectt.pt/usercontent/supermonas/media/images/square/a15d5a9-172400-img_8077.jpeg
